review_id,review_text,sentiment,authenticity
697,The speakers is solid and the video stabilization helps a lot really stands out. Wow!!! Just wow!!! TOP RATED!!! Best deal,positive,fake
698,I am really happy with the performance; overall a reliable experience. Met my expectations. Click fast DON'T MISS! Best ever!!! 😍😍 Buy now!!!,positive,fake
699,"the handset nailed it—battery feels great and video stabilization helps a lot. After two weeks, still solid. Amazing product!!! Super super awesome!!! 💯 Click fast",positive,fake
700,"The speakers is excellent and the text looks crisp really stands out. After two weeks, still solid. MEGA SALE DEAL!!! 💯 Never seen before!!! Buy now",positive,fake
701,Great build quality! text looks crisp. Worth the price. Good for daily use. DON'T MISS DEAL!!! 💯 Never seen before!!! Limited offer,positive,fake
702,The display is great and the audio is loud and clear really stands out. Good for daily use. MEGA SALE DEAL!!! 💯 Never seen before!!! Buy now,positive,fake
703,Battery lasts two days and the build quality is solid. Met my expectations. Buy now TOP RATED! Best ever!!! 💯💯 Buy now!!!,positive,fake
704,this phone nailed it—performance feels excellent and night photos look clean. Limited offer DON'T MISS! Best ever!!! 🔥🔥 Buy now!!!,positive,fake
705,Battery lasts two days and the display is solid. Amazing product!!! Super super awesome!!! 💯 Best deal,positive,fake
706,"The build quality is excellent and the audio is loud and clear really stands out. If you’re a student, this is fine. Buy now MEGA SALE! Best ever!!! 😍😍 Buy now!!!",positive,fake
707,Great camera! audio is loud and clear. Worth the price. Wow!!! Just wow!!! DON'T MISS!!! Click fast,positive,fake
708,"Battery lasts two days and the battery is great. After two weeks, still solid. Wow!!! Just wow!!! BEST PRODUCT!!! Limited offer",positive,fake
709,I am extremely happy with the camera; overall a excellent experience. DON'T MISS DEAL!!! 🔥 Never seen before!!! Buy now,positive,fake
710,"the handset nailed it—performance feels reliable and audio is loud and clear. If you’re a student, this is fine. Wow!!! Just wow!!! BEST PRODUCT!!! Click fast",positive,fake
711,"I am very happy with the speakers; overall a reliable experience. If you’re a student, this is fine. Amazing product!!! Super super awesome!!! 😍 Click fast",positive,fake
712,The build quality is solid and the text looks crisp really stands out. Limited offer DON'T MISS! Best ever!!! 😍😍 Buy now!!!,positive,fake
713,Battery lasts a day and half and the camera is reliable. Best deal TOP RATED! Best ever!!! 💥💥 Buy now!!!,positive,fake
714,Battery lasts a day and half and the camera is solid. Wow!!! Just wow!!! TOP RATED!!! Best deal,positive,fake
715,I am extremely happy with the camera; overall a reliable experience. Met my expectations. MEGA SALE DEAL!!! 😍 Never seen before!!! Buy now,positive,fake
716,"Great speakers! video stabilization helps a lot. Worth the price. If you’re a student, this is fine. Amazing product!!! Super super awesome!!! 😍 Best deal",positive,fake
717,The build quality is great and the video stabilization helps a lot really stands out. Amazing product!!! Super super awesome!!! 💯 Limited offer,positive,fake
718,Battery lasts almost two days and the camera is impressive. Wow!!! Just wow!!! DON'T MISS!!! Click fast,positive,fake
719,I am extremely happy with the battery; overall a reliable experience. Buy now DON'T MISS! Best ever!!! 🔥🔥 Buy now!!!,positive,fake
720,the handset nailed it—speakers feels impressive and audio is loud and clear. Met my expectations. Wow!!! Just wow!!! DON'T MISS!!! Best deal,positive,fake
721,The display is solid and the audio is loud and clear really stands out. Buy now DON'T MISS! Best ever!!! 😍😍 Buy now!!!,positive,fake
722,"Battery lasts a day and half and the performance is impressive. If you’re a student, this is fine. Wow!!! Just wow!!! BEST PRODUCT!!! Click fast",positive,fake
723,Battery lasts two days and the display is great. Would recommend to friends. Click fast MEGA SALE! Best ever!!! 💥💥 Buy now!!!,positive,fake
724,the device nailed it—display feels great and text looks crisp. Would recommend to friends. Limited offer MEGA SALE! Best ever!!! 💥💥 Buy now!!!,positive,fake
725,The build quality is great and the audio is loud and clear really stands out. TOP RATED DEAL!!! 🔥 Never seen before!!! Buy now,positive,fake
726,Great speakers! audio is loud and clear. Worth the price. Amazing product!!! Super super awesome!!! 🔥 Best deal,positive,fake
727,Great camera! audio is loud and clear. Worth the price. Amazing product!!! Super super awesome!!! 💯 Limited offer,positive,fake
728,"this phone nailed it—battery feels reliable and audio is loud and clear. If you’re a student, this is fine. Wow!!! Just wow!!! DON'T MISS!!! Limited offer",positive,fake
729,Great camera! night photos look clean. Worth the price. Met my expectations. Click fast MEGA SALE! Best ever!!! 🔥🔥 Buy now!!!,positive,fake
730,The performance is solid and the text looks crisp really stands out. Click fast DON'T MISS! Best ever!!! 💯💯 Buy now!!!,positive,fake
731,this phone nailed it—performance feels excellent and video stabilization helps a lot. Wow!!! Just wow!!! TOP RATED!!! Buy now,positive,fake
732,Great speakers! night photos look clean. Worth the price. Met my expectations. Amazing product!!! Super super awesome!!! 🔥 Limited offer,positive,fake
733,the handset nailed it—performance feels great and text looks crisp. Amazing product!!! Super super awesome!!! 💥 Click fast,positive,fake
734,I am very happy with the battery; overall a excellent experience. Met my expectations. Best deal DON'T MISS! Best ever!!! 💯💯 Buy now!!!,positive,fake
735,The camera is impressive and the night photos look clean really stands out. Good for daily use. Wow!!! Just wow!!! MEGA SALE!!! Limited offer,positive,fake
736,The performance is great and the audio is loud and clear really stands out. Limited offer MEGA SALE! Best ever!!! 🔥🔥 Buy now!!!,positive,fake
737,"I am very happy with the performance; overall a excellent experience. If you’re a student, this is fine. Buy now DON'T MISS! Best ever!!! 💥💥 Buy now!!!",positive,fake
738,Battery lasts a day and half and the build quality is great. Wow!!! Just wow!!! BEST PRODUCT!!! Best deal,positive,fake
739,Great battery! video stabilization helps a lot. Worth the price. Met my expectations. DON'T MISS DEAL!!! 🔥 Never seen before!!! Best deal,positive,fake
740,I am very happy with the build quality; overall a excellent experience. Good for daily use. Click fast MEGA SALE! Best ever!!! 💥💥 Buy now!!!,positive,fake
741,The battery is excellent and the text looks crisp really stands out. DON'T MISS DEAL!!! 😍 Never seen before!!! Limited offer,positive,fake
742,the handset nailed it—battery feels great and night photos look clean. Would recommend to friends. Amazing product!!! Super super awesome!!! 💯 Best deal,positive,fake
743,"Battery lasts two days and the battery is great. If you’re a student, this is fine. TOP RATED DEAL!!! 🔥 Never seen before!!! Click fast",positive,fake
744,The battery is excellent and the video stabilization helps a lot really stands out. Would recommend to friends. Best deal BEST PRODUCT! Best ever!!! 😍😍 Buy now!!!,positive,fake
745,"this phone nailed it—display feels impressive and audio is loud and clear. If you’re a student, this is fine. DON'T MISS DEAL!!! 💥 Never seen before!!! Limited offer",positive,fake
746,Battery lasts a day and half and the camera is excellent. Met my expectations. MEGA SALE DEAL!!! 🔥 Never seen before!!! Best deal,positive,fake
747,Great battery! video stabilization helps a lot. Worth the price. Good for daily use. Click fast MEGA SALE! Best ever!!! 💯💯 Buy now!!!,positive,fake
748,this phone nailed it—battery feels great and audio is loud and clear. Good for daily use. Amazing product!!! Super super awesome!!! 🔥 Best deal,positive,fake
749,I am really happy with the camera; overall a reliable experience. Wow!!! Just wow!!! TOP RATED!!! Click fast,positive,fake
750,"I am really happy with the display; overall a reliable experience. If you’re a student, this is fine. DON'T MISS DEAL!!! 💯 Never seen before!!! Buy now",positive,fake
751,I am very happy with the build quality; overall a solid experience. Good for daily use. BEST PRODUCT DEAL!!! 💯 Never seen before!!! Best deal,positive,fake
752,Battery lasts two days and the battery is reliable. Click fast DON'T MISS! Best ever!!! 💯💯 Buy now!!!,positive,fake
753,The speakers is solid and the video stabilization helps a lot really stands out. Wow!!! Just wow!!! TOP RATED!!! Limited offer,positive,fake
754,Great battery! night photos look clean. Worth the price. Met my expectations. Click fast BEST PRODUCT! Best ever!!! 💯💯 Buy now!!!,positive,fake
755,the handset nailed it—battery feels impressive and audio is loud and clear. Click fast MEGA SALE! Best ever!!! 😍😍 Buy now!!!,positive,fake
756,Great speakers! video stabilization helps a lot. Worth the price. Best deal MEGA SALE! Best ever!!! 💥💥 Buy now!!!,positive,fake
757,the device nailed it—display feels solid and night photos look clean. Limited offer TOP RATED! Best ever!!! 🔥🔥 Buy now!!!,positive,fake
758,I am very happy with the build quality; overall a excellent experience. Good for daily use. Amazing product!!! Super super awesome!!! 😍 Best deal,positive,fake
759,Great camera! text looks crisp. Worth the price. Would recommend to friends. Wow!!! Just wow!!! TOP RATED!!! Best deal,positive,fake
760,The battery is solid and the night photos look clean really stands out. Would recommend to friends. Limited offer MEGA SALE! Best ever!!! 😍😍 Buy now!!!,positive,fake
761,"I am really happy with the speakers; overall a great experience. If you’re a student, this is fine. DON'T MISS DEAL!!! 😍 Never seen before!!! Click fast",positive,fake
762,this phone nailed it—performance feels excellent and text looks crisp. TOP RATED DEAL!!! 💯 Never seen before!!! Best deal,positive,fake
763,"Great speakers! audio is loud and clear. Worth the price. After two weeks, still solid. DON'T MISS DEAL!!! 🔥 Never seen before!!! Best deal",positive,fake
764,Great display! video stabilization helps a lot. Worth the price. BEST PRODUCT DEAL!!! 🔥 Never seen before!!! Best deal,positive,fake
765,"I am very happy with the battery; overall a great experience. After two weeks, still solid. Amazing product!!! Super super awesome!!! 🔥 Limited offer",positive,fake
766,Great display! text looks crisp. Worth the price. Would recommend to friends. Click fast BEST PRODUCT! Best ever!!! 💯💯 Buy now!!!,positive,fake
767,"the handset nailed it—display feels great and night photos look clean. After two weeks, still solid. Wow!!! Just wow!!! DON'T MISS!!! Best deal",positive,fake
768,"Great performance! audio is loud and clear. Worth the price. After two weeks, still solid. Click fast DON'T MISS! Best ever!!! 🔥🔥 Buy now!!!",positive,fake
769,Great camera! night photos look clean. Worth the price. Good for daily use. Amazing product!!! Super super awesome!!! 💥 Limited offer,positive,fake
770,Battery lasts a day and half and the speakers is excellent. Best deal BEST PRODUCT! Best ever!!! 💯💯 Buy now!!!,positive,fake
771,this phone nailed it—display feels solid and text looks crisp. Met my expectations. Limited offer DON'T MISS! Best ever!!! 💯💯 Buy now!!!,positive,fake
772,the handset nailed it—display feels great and audio is loud and clear. Limited offer TOP RATED! Best ever!!! 🔥🔥 Buy now!!!,positive,fake
773,"the handset nailed it—build quality feels impressive and night photos look clean. After two weeks, still solid. Wow!!! Just wow!!! BEST PRODUCT!!! Limited offer",positive,fake
774,I am really happy with the battery; overall a solid experience. Amazing product!!! Super super awesome!!! 💯 Best deal,positive,fake
775,I am very happy with the camera; overall a excellent experience. Wow!!! Just wow!!! DON'T MISS!!! Buy now,positive,fake
776,I am extremely happy with the speakers; overall a great experience. Best deal DON'T MISS! Best ever!!! 💯💯 Buy now!!!,positive,fake
777,"Great performance! night photos look clean. Worth the price. After two weeks, still solid. TOP RATED DEAL!!! 🔥 Never seen before!!! Buy now",positive,fake
778,"this phone nailed it—performance feels great and text looks crisp. After two weeks, still solid. Best deal MEGA SALE! Best ever!!! 😍😍 Buy now!!!",positive,fake
779,"Battery lasts two days and the battery is great. After two weeks, still solid. Amazing product!!! Super super awesome!!! 😍 Best deal",positive,fake
780,Battery lasts two days and the build quality is impressive. Met my expectations. Wow!!! Just wow!!! MEGA SALE!!! Best deal,positive,fake
781,I am very happy with the battery; overall a reliable experience. Click fast MEGA SALE! Best ever!!! 💯💯 Buy now!!!,positive,fake
782,The battery is excellent and the audio is loud and clear really stands out. Met my expectations. Amazing product!!! Super super awesome!!! 😍 Limited offer,positive,fake
783,The battery is great and the video stabilization helps a lot really stands out. Good for daily use. Click fast MEGA SALE! Best ever!!! 💥💥 Buy now!!!,positive,fake
784,The speakers is solid and the night photos look clean really stands out. Click fast TOP RATED! Best ever!!! 💥💥 Buy now!!!,positive,fake
785,The camera is impressive and the night photos look clean really stands out. Good for daily use. MEGA SALE DEAL!!! 💥 Never seen before!!! Best deal,positive,fake
786,I am very happy with the performance; overall a impressive experience. MEGA SALE DEAL!!! 💥 Never seen before!!! Buy now,positive,fake
787,Battery lasts almost two days and the battery is great. Limited offer TOP RATED! Best ever!!! 💯💯 Buy now!!!,positive,fake
788,"Battery lasts a day and half and the battery is solid. If you’re a student, this is fine. TOP RATED DEAL!!! 💥 Never seen before!!! Click fast",positive,fake
789,The speakers is excellent and the video stabilization helps a lot really stands out. Would recommend to friends. Best deal MEGA SALE! Best ever!!! 💯💯 Buy now!!!,positive,fake
790,"the handset nailed it—display feels solid and text looks crisp. After two weeks, still solid. Wow!!! Just wow!!! DON'T MISS!!! Limited offer",positive,fake
791,Great battery! audio is loud and clear. Worth the price. Would recommend to friends. Limited offer DON'T MISS! Best ever!!! 💯💯 Buy now!!!,positive,fake
792,Battery lasts two days and the camera is great. Met my expectations. Limited offer DON'T MISS! Best ever!!! 💯💯 Buy now!!!,positive,fake
793,"Great performance! text looks crisp. Worth the price. If you’re a student, this is fine. Wow!!! Just wow!!! BEST PRODUCT!!! Click fast",positive,fake
794,the device nailed it—camera feels excellent and text looks crisp. MEGA SALE DEAL!!! 💥 Never seen before!!! Buy now,positive,fake
795,"The speakers is excellent and the video stabilization helps a lot really stands out. After two weeks, still solid. Buy now DON'T MISS! Best ever!!! 💯💯 Buy now!!!",positive,fake
796,"I am very happy with the display; overall a solid experience. If you’re a student, this is fine. Buy now MEGA SALE! Best ever!!! 💯💯 Buy now!!!",positive,fake
797,"the device nailed it—speakers feels impressive and audio is loud and clear. If you’re a student, this is fine. Amazing product!!! Super super awesome!!! 💯 Limited offer",positive,fake
798,"I am very happy with the display; overall a solid experience. If you’re a student, this is fine. Wow!!! Just wow!!! MEGA SALE!!! Click fast",positive,fake
799,the handset nailed it—display feels solid and audio is loud and clear. Amazing product!!! Super super awesome!!! 💥 Best deal,positive,fake
800,"Battery lasts almost two days and the camera is great. After two weeks, still solid. Wow!!! Just wow!!! TOP RATED!!! Buy now",positive,fake
801,"Great speakers! night photos look clean. Worth the price. After two weeks, still solid. Buy now MEGA SALE! Best ever!!! 😍😍 Buy now!!!",positive,fake
802,Great battery! text looks crisp. Worth the price. Wow!!! Just wow!!! DON'T MISS!!! Best deal,positive,fake
803,Battery lasts a day and half and the camera is impressive. Met my expectations. Limited offer DON'T MISS! Best ever!!! 😍😍 Buy now!!!,positive,fake
804,Battery lasts a day and half and the performance is impressive. BEST PRODUCT DEAL!!! 💥 Never seen before!!! Click fast,positive,fake
805,Great display! text looks crisp. Worth the price. Buy now TOP RATED! Best ever!!! 😍😍 Buy now!!!,positive,fake
806,The build quality is reliable and the audio is loud and clear really stands out. Amazing product!!! Super super awesome!!! 💯 Best deal,positive,fake
807,I am extremely happy with the speakers; overall a solid experience. DON'T MISS DEAL!!! 🔥 Never seen before!!! Buy now,positive,fake
808,I am very happy with the performance; overall a solid experience. Wow!!! Just wow!!! TOP RATED!!! Buy now,positive,fake
809,the handset nailed it—battery feels great and video stabilization helps a lot. Wow!!! Just wow!!! BEST PRODUCT!!! Best deal,positive,fake
810,the device nailed it—display feels impressive and video stabilization helps a lot. Good for daily use. Limited offer MEGA SALE! Best ever!!! 🔥🔥 Buy now!!!,positive,fake
811,I am extremely happy with the display; overall a solid experience. Limited offer TOP RATED! Best ever!!! 🔥🔥 Buy now!!!,positive,fake
812,I am really happy with the camera; overall a impressive experience. Click fast MEGA SALE! Best ever!!! 💥💥 Buy now!!!,positive,fake
813,The display is reliable and the text looks crisp really stands out. Click fast BEST PRODUCT! Best ever!!! 🔥🔥 Buy now!!!,positive,fake
814,The build quality is reliable and the night photos look clean really stands out. Amazing product!!! Super super awesome!!! 💥 Click fast,positive,fake
815,Battery lasts almost two days and the camera is impressive. BEST PRODUCT DEAL!!! 🔥 Never seen before!!! Click fast,positive,fake
816,The battery is great and the text looks crisp really stands out. Click fast MEGA SALE! Best ever!!! 😍😍 Buy now!!!,positive,fake
817,Great build quality! audio is loud and clear. Worth the price. TOP RATED DEAL!!! 💯 Never seen before!!! Best deal,positive,fake
818,Great camera! night photos look clean. Worth the price. TOP RATED DEAL!!! 💯 Never seen before!!! Best deal,positive,fake
819,Great performance! video stabilization helps a lot. Worth the price. Wow!!! Just wow!!! MEGA SALE!!! Best deal,positive,fake
820,I am extremely happy with the display; overall a great experience. Wow!!! Just wow!!! MEGA SALE!!! Buy now,positive,fake
821,the handset nailed it—speakers feels solid and text looks crisp. Amazing product!!! Super super awesome!!! 😍 Buy now,positive,fake
822,Battery lasts almost two days and the performance is reliable. MEGA SALE DEAL!!! 🔥 Never seen before!!! Click fast,positive,fake
823,"the handset nailed it—battery feels impressive and text looks crisp. If you’re a student, this is fine. DON'T MISS DEAL!!! 😍 Never seen before!!! Click fast",positive,fake
824,this phone nailed it—performance feels great and text looks crisp. Amazing product!!! Super super awesome!!! 💥 Limited offer,positive,fake
825,Great battery! audio is loud and clear. Worth the price. BEST PRODUCT DEAL!!! 💯 Never seen before!!! Buy now,positive,fake
826,Great performance! night photos look clean. Worth the price. BEST PRODUCT DEAL!!! 😍 Never seen before!!! Buy now,positive,fake
827,Battery lasts almost two days and the camera is excellent. Good for daily use. DON'T MISS DEAL!!! 😍 Never seen before!!! Best deal,positive,fake
828,the handset nailed it—battery feels solid and video stabilization helps a lot. DON'T MISS DEAL!!! 🔥 Never seen before!!! Click fast,positive,fake
829,I am extremely happy with the camera; overall a impressive experience. Amazing product!!! Super super awesome!!! 💥 Click fast,positive,fake
830,the handset nailed it—battery feels impressive and audio is loud and clear. Met my expectations. Amazing product!!! Super super awesome!!! 💥 Buy now,positive,fake
831,The display is great and the audio is loud and clear really stands out. Buy now DON'T MISS! Best ever!!! 😍😍 Buy now!!!,positive,fake
832,Great speakers! video stabilization helps a lot. Worth the price. Good for daily use. Wow!!! Just wow!!! BEST PRODUCT!!! Best deal,positive,fake
833,The display is reliable and the audio is loud and clear really stands out. Good for daily use. Wow!!! Just wow!!! DON'T MISS!!! Best deal,positive,fake
834,Great display! text looks crisp. Worth the price. Amazing product!!! Super super awesome!!! 🔥 Click fast,positive,fake
835,The battery is great and the night photos look clean really stands out. Good for daily use. Wow!!! Just wow!!! DON'T MISS!!! Click fast,positive,fake
836,The speakers is impressive and the audio is loud and clear really stands out. MEGA SALE DEAL!!! 😍 Never seen before!!! Buy now,positive,fake
837,"I am extremely happy with the display; overall a great experience. If you’re a student, this is fine. DON'T MISS DEAL!!! 🔥 Never seen before!!! Buy now",positive,fake
838,The battery is solid and the night photos look clean really stands out. Click fast MEGA SALE! Best ever!!! 😍😍 Buy now!!!,positive,fake
839,"Great battery! night photos look clean. Worth the price. After two weeks, still solid. Best deal DON'T MISS! Best ever!!! 💥💥 Buy now!!!",positive,fake
840,Great performance! video stabilization helps a lot. Worth the price. Would recommend to friends. Click fast DON'T MISS! Best ever!!! 💥💥 Buy now!!!,positive,fake
841,"Worst experience: battery is terrible, plus ghost touches.",negative,genuine
842,the device failed here—battery feels fragile and ghost touches.,negative,genuine
843,the device failed here—camera feels underwhelming and ghost touches.,negative,genuine
844,"Worst experience: performance is inconsistent, plus freezes randomly.",negative,genuine
845,The display is inconsistent; I’m extremely disappointed.,negative,genuine
846,speakers gets underwhelming in days; lag in camera occurs often.,negative,genuine
847,The speakers is underwhelming; I’m extremely disappointed.,negative,genuine
848,camera gets poor in days; lag in camera occurs often.,negative,genuine
849,the handset failed here—performance feels terrible and ghost touches.,negative,genuine
850,Overpriced. camera is underwhelming; ghost touches makes it unusable.,negative,genuine
851,display gets terrible in days; freezes randomly occurs often.,negative,genuine
852,the handset failed here—build quality feels fragile and battery drains fast.,negative,genuine
853,Overpriced. camera is poor; lag in camera makes it unusable.,negative,genuine
854,speakers gets poor in days; ghost touches occurs often.,negative,genuine
855,Overpriced. display is underwhelming; battery drains fast makes it unusable.,negative,genuine
856,Overpriced. camera is poor; ghost touches makes it unusable.,negative,genuine
857,camera gets poor in days; ghost touches occurs often.,negative,genuine
858,"Worst experience: build quality is fragile, plus ghost touches.",negative,genuine
859,"Worst experience: battery is terrible, plus freezes randomly.",negative,genuine
860,Overpriced. display is poor; ghost touches makes it unusable.,negative,genuine
861,The speakers is poor; I’m quite disappointed.,negative,genuine
862,speakers gets fragile in days; lag in camera occurs often.,negative,genuine
863,"Worst experience: build quality is inconsistent, plus battery drains fast.",negative,genuine
864,display gets poor in days; freezes randomly occurs often.,negative,genuine
865,this phone failed here—camera feels poor and freezes randomly.,negative,genuine
866,performance gets terrible in days; freezes randomly occurs often.,negative,genuine
867,Overpriced. battery is poor; battery drains fast makes it unusable.,negative,genuine
868,speakers gets poor in days; heats up occurs often.,negative,genuine
869,speakers gets fragile in days; heats up occurs often.,negative,genuine
870,the device failed here—battery feels underwhelming and lag in camera.,negative,genuine
871,"Worst experience: camera is poor, plus ghost touches.",negative,genuine
872,Overpriced. build quality is inconsistent; battery drains fast makes it unusable.,negative,genuine
873,speakers gets inconsistent in days; lag in camera occurs often.,negative,genuine
874,battery gets poor in days; lag in camera occurs often.,negative,genuine
875,Overpriced. display is inconsistent; heats up makes it unusable.,negative,genuine
876,speakers gets poor in days; ghost touches occurs often.,negative,genuine
877,"Worst experience: speakers is fragile, plus heats up.",negative,genuine
878,this phone failed here—speakers feels underwhelming and ghost touches.,negative,genuine
879,the handset failed here—build quality feels underwhelming and lag in camera.,negative,genuine
880,battery gets underwhelming in days; ghost touches occurs often.,negative,genuine
881,"Worst experience: speakers is terrible, plus lag in camera.",negative,genuine
882,The performance is fragile; I’m really disappointed.,negative,genuine
883,the device failed here—build quality feels fragile and heats up.,negative,genuine
884,"Worst experience: battery is terrible, plus lag in camera.",negative,genuine
885,"Worst experience: display is underwhelming, plus freezes randomly.",negative,genuine
886,The camera is underwhelming; I’m quite disappointed.,negative,genuine
887,the device failed here—camera feels inconsistent and freezes randomly.,negative,genuine
888,"Worst experience: display is poor, plus lag in camera.",negative,genuine
889,Overpriced. build quality is poor; heats up makes it unusable.,negative,genuine
890,The camera is inconsistent; I’m quite disappointed.,negative,genuine
891,The build quality is poor; I’m really disappointed.,negative,genuine
892,the handset failed here—display feels terrible and battery drains fast.,negative,genuine
893,Overpriced. speakers is poor; freezes randomly makes it unusable.,negative,genuine
894,"Worst experience: battery is poor, plus freezes randomly.",negative,genuine
895,The battery is fragile; I’m quite disappointed.,negative,genuine
896,the handset failed here—camera feels underwhelming and battery drains fast.,negative,genuine
897,"Worst experience: performance is terrible, plus freezes randomly.",negative,genuine
898,the device failed here—battery feels fragile and ghost touches.,negative,genuine
899,Overpriced. performance is underwhelming; heats up makes it unusable.,negative,genuine
900,The performance is inconsistent; I’m extremely disappointed.,negative,genuine
901,"Worst experience: speakers is terrible, plus ghost touches.",negative,genuine
902,The performance is terrible; I’m quite disappointed.,negative,genuine
903,Overpriced. display is fragile; ghost touches makes it unusable.,negative,genuine
904,Overpriced. display is underwhelming; battery drains fast makes it unusable.,negative,genuine
905,Overpriced. build quality is terrible; ghost touches makes it unusable.,negative,genuine
906,the handset failed here—build quality feels inconsistent and lag in camera.,negative,genuine
907,"Worst experience: performance is fragile, plus freezes randomly.",negative,genuine
908,The build quality is underwhelming; I’m quite disappointed.,negative,genuine
909,this phone failed here—build quality feels inconsistent and battery drains fast.,negative,genuine
910,Overpriced. build quality is underwhelming; lag in camera makes it unusable.,negative,genuine
911,the handset failed here—camera feels poor and lag in camera.,negative,genuine
912,this phone failed here—display feels fragile and lag in camera.,negative,genuine
913,The display is underwhelming; I’m really disappointed.,negative,genuine
914,The performance is poor; I’m quite disappointed.,negative,genuine
915,The speakers is underwhelming; I’m quite disappointed.,negative,genuine
916,Overpriced. performance is inconsistent; lag in camera makes it unusable.,negative,genuine
917,"Worst experience: display is inconsistent, plus freezes randomly.",negative,genuine
918,Overpriced. performance is terrible; heats up makes it unusable.,negative,genuine
919,Overpriced. battery is underwhelming; ghost touches makes it unusable.,negative,genuine
920,speakers gets poor in days; heats up occurs often.,negative,genuine
921,this phone failed here—speakers feels terrible and ghost touches.,negative,genuine
922,Overpriced. speakers is inconsistent; lag in camera makes it unusable.,negative,genuine
923,"Worst experience: build quality is fragile, plus ghost touches.",negative,genuine
924,performance gets fragile in days; freezes randomly occurs often.,negative,genuine
925,the handset failed here—speakers feels fragile and freezes randomly.,negative,genuine
926,Overpriced. camera is terrible; ghost touches makes it unusable.,negative,genuine
927,the handset failed here—build quality feels underwhelming and heats up.,negative,genuine
928,The camera is underwhelming; I’m really disappointed.,negative,genuine
929,Overpriced. battery is poor; battery drains fast makes it unusable.,negative,genuine
930,"Worst experience: display is fragile, plus heats up.",negative,genuine
931,Overpriced. speakers is poor; battery drains fast makes it unusable.,negative,genuine
932,this phone failed here—performance feels fragile and heats up.,negative,genuine
933,"Worst experience: camera is poor, plus ghost touches.",negative,genuine
934,"Worst experience: build quality is fragile, plus battery drains fast.",negative,genuine
935,Overpriced. battery is terrible; lag in camera makes it unusable.,negative,genuine
936,performance gets fragile in days; freezes randomly occurs often.,negative,genuine
937,The build quality is inconsistent; I’m really disappointed.,negative,genuine
938,display gets inconsistent in days; heats up occurs often.,negative,genuine
939,"Worst experience: performance is poor, plus freezes randomly.",negative,genuine
940,Overpriced. performance is underwhelming; lag in camera makes it unusable.,negative,genuine
941,Overpriced. camera is terrible; lag in camera makes it unusable.,negative,genuine
942,The build quality is inconsistent; I’m quite disappointed.,negative,genuine
943,The camera is inconsistent; I’m extremely disappointed.,negative,genuine
944,this phone failed here—battery feels inconsistent and ghost touches.,negative,genuine
945,Overpriced. display is fragile; lag in camera makes it unusable.,negative,genuine
946,The display is fragile; I’m really disappointed.,negative,genuine
947,Overpriced. display is fragile; battery drains fast makes it unusable.,negative,genuine
948,The build quality is terrible; I’m really disappointed.,negative,genuine
949,"Worst experience: camera is terrible, plus battery drains fast.",negative,genuine
950,this phone failed here—camera feels inconsistent and battery drains fast.,negative,genuine
951,The display is fragile; I’m really disappointed.,negative,genuine
952,display gets underwhelming in days; ghost touches occurs often.,negative,genuine
953,this phone failed here—battery feels inconsistent and lag in camera.,negative,genuine
954,Overpriced. build quality is fragile; heats up makes it unusable.,negative,genuine
955,"Worst experience: speakers is inconsistent, plus ghost touches.",negative,genuine
956,The speakers is terrible; I’m quite disappointed.,negative,genuine
957,Overpriced. performance is poor; freezes randomly makes it unusable.,negative,genuine
958,the device failed here—display feels inconsistent and ghost touches.,negative,genuine
959,Overpriced. battery is terrible; battery drains fast makes it unusable.,negative,genuine
960,the device failed here—build quality feels fragile and lag in camera.,negative,genuine
961,The speakers is inconsistent; I’m really disappointed.,negative,genuine
962,The camera is fragile; I’m extremely disappointed.,negative,genuine
963,display gets terrible in days; lag in camera occurs often.,negative,genuine
964,The battery is inconsistent; I’m extremely disappointed.,negative,genuine
965,The speakers is poor; I’m quite disappointed.,negative,genuine
966,"Worst experience: speakers is terrible, plus lag in camera.",negative,genuine
967,"Worst experience: performance is underwhelming, plus ghost touches.",negative,genuine
968,"Worst experience: display is terrible, plus ghost touches.",negative,genuine
969,The performance is terrible; I’m extremely disappointed.,negative,genuine
970,The camera is terrible; I’m quite disappointed.,negative,genuine
971,speakers gets inconsistent in days; heats up occurs often.,negative,genuine
972,The build quality is poor; I’m really disappointed.,negative,genuine
973,"Worst experience: speakers is inconsistent, plus battery drains fast.",negative,genuine
974,The camera is fragile; I’m extremely disappointed.,negative,genuine
975,The battery is poor; I’m quite disappointed.,negative,genuine
976,"Worst experience: battery is poor, plus lag in camera.",negative,genuine
977,this phone failed here—battery feels fragile and battery drains fast.,negative,genuine
978,performance gets inconsistent in days; freezes randomly occurs often.,negative,genuine
979,camera gets underwhelming in days; lag in camera occurs often.,negative,genuine
980,the handset failed here—build quality feels terrible and lag in camera.,negative,genuine
981,Overpriced. build quality is terrible; heats up makes it unusable.,negative,genuine
982,The battery is underwhelming; I’m quite disappointed.,negative,genuine
983,"Worst experience: battery is poor, plus lag in camera.",negative,genuine
984,Overpriced. speakers is poor; ghost touches makes it unusable.,negative,genuine
985,The display is fragile; I’m really disappointed.,negative,genuine
986,Overpriced. speakers is fragile; battery drains fast makes it unusable.,negative,genuine
987,the handset failed here—camera feels underwhelming and ghost touches.,negative,genuine
988,"Worst experience: camera is fragile, plus freezes randomly.",negative,genuine
989,Overpriced. camera is terrible; ghost touches makes it unusable.,negative,genuine
